date,instrument_id,instrument_description,asset_class,price,yield_pct,spread_bps,implied_vol_pct,px_bid,px_ask,px_mid,price_type,source,last_update_utc
2025-01-30,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.803385,2.668929,,,127.675582,127.931189,127.803385,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.8272,2.658521,,,127.699373,127.955027,127.8272,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.238755,2.629043,,,127.111516,127.365993,127.238755,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,126.477866,2.64866,,,126.351388,126.604344,126.477866,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,127.816959,2.582505,,,127.689142,127.944776,127.816959,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,128.106459,2.547815,,,127.978352,128.234565,128.106459,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,128.2569,2.549801,,,128.128643,128.385157,128.2569,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,128.632769,2.574082,,,128.504136,128.761401,128.632769,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,129.377158,2.555489,,,129.24778,129.506535,129.377158,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,129.40982,2.523331,,,129.28041,129.53923,129.40982,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,130.297379,2.514268,,,130.167081,130.427676,130.297379,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-GOVT-007,Synthetic KRW sovereign bond,RATES,131.536002,2.537541,,,131.404466,131.667538,131.536002,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,129.394806,2.865167,,,129.265411,129.524201,129.394806,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,129.450435,2.910162,,,129.320985,129.579886,129.450435,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,128.49087,2.921235,,,128.362379,128.619361,128.49087,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,127.733464,2.94062,,,127.60573,127.861197,127.733464,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,130.466618,2.983446,,,130.336152,130.597085,130.466618,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,130.717635,2.966416,,,130.586917,130.848353,130.717635,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.037807,2.997248,,,132.904769,133.170844,133.037807,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.106833,2.965877,,,132.973727,133.23994,133.106833,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,132.993916,3.01948,,,132.860922,133.12691,132.993916,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.445517,3.092262,,,133.312071,133.578962,133.445517,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.336813,3.076911,,,133.203476,133.47015,133.336813,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.425542,3.138723,,,133.292116,133.558967,133.425542,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.070372,3.134971,,,132.937301,133.203442,133.070372,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,134.572538,3.165819,,,134.437966,134.707111,134.572538,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.802062,3.236183,,,133.66826,133.935864,133.802062,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,131.694011,3.216877,,,131.562317,131.825705,131.694011,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,131.818953,3.253014,,,131.687134,131.950772,131.818953,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,130.193908,3.172709,,,130.063714,130.324102,130.193908,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,132.185464,3.178605,,,132.053279,132.31765,132.185464,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,131.714883,3.095049,,,131.583168,131.846598,131.714883,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,131.894451,3.078359,,,131.762556,132.026345,131.894451,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,132.899094,3.139329,,,132.766195,133.031993,132.899094,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,133.319688,3.132784,,,133.186369,133.453008,133.319688,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-GOVT-008,Synthetic SGD sovereign bond,RATES,132.93189,3.153344,,,132.798958,133.064822,132.93189,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,133.02297,3.003819,,,132.889947,133.155993,133.02297,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,131.769094,3.054106,,,131.637325,131.900863,131.769094,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,131.769495,3.071398,,,131.637725,131.901264,131.769495,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,132.818836,3.085624,,,132.686017,132.951655,132.818836,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,131.396154,3.076482,,,131.264758,131.52755,131.396154,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.641678,3.133376,,,130.511036,130.772319,130.641678,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.36419,3.138325,,,130.233826,130.494554,130.36419,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.318398,3.098307,,,130.18808,130.448717,130.318398,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.983444,3.044807,,,130.852461,131.114428,130.983444,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.975393,3.029847,,,130.844418,131.106369,130.975393,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,128.78271,2.971786,,,128.653927,128.911493,128.78271,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.101926,2.992452,,,129.971824,130.232028,130.101926,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,131.038366,2.952659,,,130.907327,131.169404,131.038366,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,131.514764,2.923134,,,131.383249,131.646279,131.514764,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,132.247996,2.955103,,,132.115748,132.380244,132.247996,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,132.233516,2.953017,,,132.101283,132.36575,132.233516,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,132.100332,2.885363,,,131.968232,132.232433,132.100332,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,132.207574,2.980686,,,132.075367,132.339782,132.207574,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.825384,2.998375,,,130.694559,130.956209,130.825384,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.526078,3.072983,,,130.395552,130.656604,130.526078,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,129.437556,3.092393,,,129.308118,129.566993,129.437556,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,130.219841,3.16817,,,130.089622,130.350061,130.219841,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,131.620695,3.168064,,,131.489075,131.752316,131.620695,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-GOVT-009,Synthetic AUD sovereign bond,RATES,131.019706,3.130749,,,130.888687,131.150726,131.019706,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,136.084445,2.985766,,,135.948361,136.22053,136.084445,CLEAN,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,135.585166,3.035683,,,135.449581,135.720751,135.585166,CLEAN,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,135.257796,3.03857,,,135.122538,135.393054,135.257796,CLEAN,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,134.137385,3.041642,,,134.003248,134.271522,134.137385,CLEAN,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,135.044485,3.065971,,,134.909441,135.17953,135.044485,CLEAN,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,134.760969,3.009093,,,134.626208,134.89573,134.760969,CLEAN,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,134.38889,2.976255,,,134.254501,134.523279,134.38889,CLEAN,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,133.125145,2.964257,,,132.99202,133.258271,133.125145,CLEAN,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,132.559229,2.955454,,,132.426669,132.691788,132.559229,CLEAN,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,133.394321,3.071777,,,133.260926,133.527715,133.394321,CLEAN,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,133.869689,2.973104,,,133.73582,134.003559,133.869689,CLEAN,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,132.906664,2.94931,,,132.773758,133.039571,132.906664,CLEAN,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,131.519142,2.963341,,,131.387623,131.650661,131.519142,CLEAN,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,131.490539,2.949555,,,131.359049,131.62203,131.490539,CLEAN,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,130.209557,2.909903,,,130.079347,130.339766,130.209557,CLEAN,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,130.179015,2.974096,,,130.048836,130.309194,130.179015,CLEAN,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,130.767183,2.936818,,,130.636416,130.89795,130.767183,CLEAN,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,130.117904,2.924277,,,129.987786,130.248022,130.117904,CLEAN,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,129.914819,2.938537,,,129.784904,130.044734,129.914819,CLEAN,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,129.851572,2.926223,,,129.721721,129.981424,129.851572,CLEAN,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,130.963335,2.956043,,,130.832372,131.094299,130.963335,CLEAN,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,130.41714,2.959588,,,130.286722,130.547557,130.41714,CLEAN,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,130.727867,2.953016,,,130.597139,130.858595,130.727867,CLEAN,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-GOVT-010,Synthetic KRW sovereign bond,RATES,129.360871,2.933955,,,129.23151,129.490232,129.360871,CLEAN,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.135246,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.081941,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.109792,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.109121,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.101762,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.134678,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.059671,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.071721,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.090786,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.139967,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.136928,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.060718,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.047582,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,3.018788,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.966329,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.932538,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.908638,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.916824,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.879071,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.854499,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.84622,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.818329,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.81553,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-IRS-001,Synthetic JPY receive/pay-fixed swap,RATES,,2.874568,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.111699,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.182896,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.157968,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.076679,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.093931,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.165948,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.135759,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.173302,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.131034,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.116316,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
2025-01-28,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.088148,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-28T06:15:00Z
2025-01-29,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.198269,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-29T06:15:00Z
2025-01-30,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.233609,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-30T06:15:00Z
2025-01-31,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.122466,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-31T06:15:00Z
2025-02-03,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.077101,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-03T06:15:00Z
2025-02-04,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.083706,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-04T06:15:00Z
2025-02-05,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.009428,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-05T06:15:00Z
2025-02-06,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.00778,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-06T06:15:00Z
2025-02-07,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.080704,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-07T06:15:00Z
2025-02-10,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.05059,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-10T06:15:00Z
2025-02-11,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,2.990798,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-11T06:15:00Z
2025-02-12,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,3.031625,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-12T06:15:00Z
2025-02-13,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,2.97045,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-13T06:15:00Z
2025-02-14,DEMO-IRS-002,Synthetic KRW receive/pay-fixed swap,RATES,,2.902438,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-02-14T06:15:00Z
2025-01-14,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.227028,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-14T06:15:00Z
2025-01-15,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.201718,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-15T06:15:00Z
2025-01-16,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.273117,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-16T06:15:00Z
2025-01-17,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.245638,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-17T06:15:00Z
2025-01-20,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.381219,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-20T06:15:00Z
2025-01-21,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.486768,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-21T06:15:00Z
2025-01-22,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.416946,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-22T06:15:00Z
2025-01-23,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.403555,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-23T06:15:00Z
2025-01-24,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.400429,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-24T06:15:00Z
2025-01-27,DEMO-IRS-003,Synthetic AUD receive/pay-fixed swap,RATES,,3.385671,,,,,,PAR_RATE,SYNTHETIC_GENERATOR,2025-01-27T06:15:00Z
